,0,2,3,4,A,B,C,D,E
35,0.4398130234683727,0.5009879731145518,0.2640654749362561,0.4154547920840195,,,,,
36,0.2199023193284891,0.4904458482798377,0.9064801632466578,0.7397318758933854,,,,,
37,0.7466629130547945,0.3333786475665228,0.1005902073469444,0.3364751199556022,,,,,
38,0.1955963687405664,0.8484090469449617,0.506377000978889,0.6990680435075358,,,,,
39,0.3491218004793622,0.3780598138549161,0.1042510522008594,0.5379762797138394,,,,,
40,0.6391321376440869,0.0837247569317994,0.3702713360597034,0.9564472567021328,,,,,
41,0.7882526453208452,0.9231676101570128,0.6532634801342297,0.2506906709251267,,,,,
42,0.703005696872736,0.1457606278356399,0.1069585487793476,0.8717666342506851,,,,,
43,0.1059884071473664,0.4235506698634107,0.6939536744724353,0.4872844419198257,,,,,
44,0.3880389019794781,0.6507744294542162,0.7745230234528816,0.593056031368384,,,,,
45,0.691185975962311,0.5138222364530832,0.312853377491155,0.6374124294384783,,,,,
46,0.2773520907711705,0.3375242410203254,0.8746926995841235,0.9810766138941156,,,,,
47,0.1401227953923099,0.0217047682274545,0.4597318754500535,0.8554041480643699,,,,,
48,0.4868038858604135,0.6941916380110731,0.152426454982683,0.0469283000755386,,,,,
49,0.0238089682163951,0.6421220333696035,0.2988676446233369,0.2538622372939775,,,,,
51,,,,,0.5881024512014988,0.3658716933912294,0.01063777488762463,0.9938656606705515,0.7110166720798481
52,,,,,0.2306396820803528,0.6946481479238704,0.5697178163707985,0.4592294821902835,0.7431148584948927
53,,,,,0.46222701982984393,0.29553108226377567,0.5180820908795201,0.22132926183360735,0.899211810163786
54,,,,,0.7802263309232803,0.6470140587283115,0.19890341906329456,0.3651886978311888,0.16885079541549097
55,,,,,0.8237110240348036,0.964112728141722,0.3144089434798325,0.1276828770769206,0.5647815418091365
56,,,,,0.4584627236875535,0.29183822392533076,0.5249491514191962,0.6270414345253877,0.4134779537183295
57,,,,,0.9100401072977606,0.21930189992386795,0.6075799397515704,0.10857060378013617,0.4097491831997767
58,,,,,0.9195800001821653,0.9336629912690352,0.613594067972931,0.3417871140187406,0.7104499398252501
59,,,,,0.9803659539046945,0.5883237840899213,0.39372869275594524,0.90594448307342,0.11963613326811084
60,,,,,0.0886004790657563,0.6745879380113384,0.9215602525818991,0.8556122964672191,0.30740749331982564
61,,,,,0.8896443159163155,0.31561401835476044,0.6621821876706481,0.5545593649424007,0.05375157071317804
62,,,,,0.5787851164186515,0.7272545552227245,0.7026194510877751,0.9807568091947643,0.6197151781999903
63,,,,,0.44673018961925837,0.31109580559344063,0.5538516116434274,0.786938717634647,0.6313167219485634
64,,,,,0.5020510416234769,0.21821206303105267,0.8145639978313532,0.31471812796652987,0.4933339409485439
65,,,,,0.3334564878508922,0.1364757197705082,0.27779207005960993,0.43522880238184913,0.46613970935244775
